STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,hazard,Hazard class,wst_oper,Waste management operations,waste,Waste categories,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DE,Germany,2018,,81649,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DE,Germany,2020,,69335,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DE,Germany,2022,,54228,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2010,,48,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2012,,147,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2014,,49,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2016,,180,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2018,,9357,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2020,,2677,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,DK,Denmark,2022,,72,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2010,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2012,,2277,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2014,,957,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2016,,2154,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2018,,5401,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2020,,3385,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,ES,Spain,2022,,3545,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2010,,60,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2012,,12,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2014,,2093,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2016,,819,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2018,,868,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2020,,610,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FI,Finland,2022,,3458,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2010,,4984,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2012,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2014,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2016,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2018,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2020,,1143,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,FR,France,2022,,1011,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2010,,6599,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2012,,20193,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2014,,9985,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2016,,9503,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2018,,26545,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2020,,34368,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NL,Netherlands,2022,,46296,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2010,,9630,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2012,,716,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2014,,128,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2016,,214,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2018,,2529,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2020,,2094,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,NO,Norway,2022,,2581,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2010,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2012,,0,,e,estimated,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2014,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2016,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2018,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2020,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,SE,Sweden,2022,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,UK,United Kingdom,2010,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,UK,United Kingdom,2012,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,UK,United Kingdom,2014,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,UK,United Kingdom,2016,,0,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_E,Recovery - energy recovery (R1),W076,Textile wastes,UK,United Kingdom,2018,,1,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2010,,141003779,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2012,,143119996,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2014,,148564109,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2016,,153873785,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2018,,155589189,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2020,,158564094,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DE,Germany,2022,,154082879,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2010,,7541792,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2012,,7199591,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2014,,10034686,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2016,,9276359,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2018,,8973094,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2020,,8902348,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,DK,Denmark,2022,,12873773,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2010,,72956845,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2012,,47132479,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2014,,35639168,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2016,,38011184,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2018,,45615088,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2020,,45728665,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,ES,Spain,2022,,47283440,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2010,,28813498,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2012,,31415063,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2014,,12684713,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2016,,9159122,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2018,,11296959,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2020,,10556538,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FI,Finland,2022,,13658202,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2010,,155587329,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2012,,148248145,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2014,,158124367,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2016,,165557234,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2018,,178252577,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2020,,131924124,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,FR,France,2022,,151837122,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2010,,55673627,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2012,,57294524,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2014,,56736537,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2016,,60188754,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2018,,59733799,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2020,,57180505,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NL,Netherlands,2022,,59949861,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2010,,1942717,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2012,,4095206,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2014,,4044999,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2016,,4435315,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2018,,4332868,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2020,,4215547,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,NO,Norway,2022,,4650822,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,SE,Sweden,2010,,15549279,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,SE,Sweden,2012,,18277427,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,SE,Sweden,2014,,14768057,,,,,
dataflow,ESTAT:ENV_WASTRT(1.0),"Treatment of waste by waste category, hazardousness and waste management operations",A,Annual,T,Tonne,NHAZ,Non-hazardous,RCV_R,Recovery - recycling,TOTAL,Total waste,SE,Sweden,2016,,16086634,,,,,
